"purdetSNo","purid","purbillno","itemid","puritemqty","purrate","itemmrp","itemcustomcode","itemsalerate","itemtaxid"
"4095","492",NULL,"8237","36.00","172.22","235.00",NULL,"185.00","GST5"
"4096","492",NULL,"6580","32.00","155.00","225.00",NULL,"185.00","GSTNIL"
"4097","492",NULL,"6581","60.00","67.50","90.00",NULL,"80.00","GST5"
"4098","492",NULL,"5973","60.00","67.50","90.00",NULL,"80.00","GST5"
"4099","492",NULL,"6423","8.00","300.00","450.00",NULL,"350.00","GSTNIL"
"4100","492",NULL,"6424","5.00","600.00","950.00",NULL,"700.00","GSTNIL"
"4101","492",NULL,"7622","20.00","337.50","495.00",NULL,"385.00","GST5"
"4102","492",NULL,"6025","20.00","160.00","235.00",NULL,"185.00","GST5"
"4103","492",NULL,"8809","20.00","55.00","95.00",NULL,"70.00","GST5"
"4104","492",NULL,"6104","20.00","90.00","125.00",NULL,"110.00","GST5"
"4105","492",NULL,"8240","16.00","575.00","990.00",NULL,"690.00","GST5"
"4106","492",NULL,"8239","10.00","320.00","625.00",NULL,"385.00","GST5"
"4091","491",NULL,"5946","40.00","46.25","75.00",NULL,"65.00","GSTNIL"
"4092","491",NULL,"5945","20.00","40.00","65.00",NULL,"52.00","GSTNIL"
"4093","491",NULL,"6657","10.00","26.00","48.00",NULL,"38.00","GSTNIL"
"4090","490",NULL,"9998","40.00","15.00","20.00",NULL,"20.00","GSTNIL"
"4089","489",NULL,"6441","40.00","9.00","30.00",NULL,"20.00","GST5"
"4074","488",NULL,"5966","70.00","25.00","38.00",NULL,"30.00","GSTNIL"
"4075","488",NULL,"6052","50.00","49.00","90.00",NULL,"56.00","GSTNIL"
"4076","488",NULL,"5958","50.00","54.00","64.00",NULL,"59.00","GSTNIL"
"4077","488",NULL,"6059","25.00","90.00","98.00",NULL,"105.00","GSTNIL"
"4078","488",NULL,"6019","25.00","86.00","110.00",NULL,"96.00","GSTNIL"
"4079","488",NULL,"10359","60.00","12.50","30.00",NULL,"16.00","GST5"
"4080","488",NULL,"10377","4.00","700.00","850.00",NULL,"765.00","GSTNIL"
"4081","488",NULL,"10378","20.00","105.00","165.00",NULL,"115.00","GSTNIL"
"4073","487",NULL,"9998","3.00","10.00","20.00",NULL,"16.00","GSTNIL"
"4072","486",NULL,"9998","50.00","10.00","20.00",NULL,"15.00","GSTNIL"
"4069","485",NULL,"6555","76.00","20.40","30.00",NULL,"24.00","GSTNIL"
"4070","485",NULL,"5912","114.00","40.79","65.00",NULL,"45.00","GSTNIL"
"4071","485",NULL,"6556","2.00","775.00","950.00",NULL,"795.00","GSTNIL"
"4068","484",NULL,"10351","27.00","15.00","30.00",NULL,"18.00","GSTNIL"
"4005","483",NULL,"5927","90.00","98.60","125.00",NULL,"105.00","GSTNIL"
"4006","483",NULL,"10280","120.00","24.65","45.00",NULL,"29.00","GSTNIL"
"4007","483",NULL,"5928","120.00","49.30","72.00",NULL,"54.00","GSTNIL"
"4008","483",NULL,"5925","30.00","45.30","85.00",NULL,"55.00","GSTNIL"
"4009","483",NULL,"5924","12.00","90.60","135.00",NULL,"105.00","GSTNIL"
"4010","483",NULL,"10282","12.00","22.65","45.00",NULL,"28.00","GSTNIL"
"4011","483",NULL,"6142","87.00","96.30","135.00",NULL,"105.00","GSTNIL"
"4012","483",NULL,"10283","12.00","24.07","45.00",NULL,"29.00","GSTNIL"
"4013","483",NULL,"6141","60.00","48.15","75.00",NULL,"56.00","GSTNIL"
"4014","483",NULL,"6148","57.00","70.60","100.00",NULL,"83.00","GSTNIL"
"4015","483",NULL,"6149","60.00","35.30","56.00",NULL,"45.00","GSTNIL"
"4016","483",NULL,"10284","12.00","17.65","45.00",NULL,"23.00","GSTNIL"
"4017","483",NULL,"6216","12.00","61.60","82.00",NULL,"72.00","GSTNIL"
"4018","483",NULL,"10274","12.00","15.40","45.00",NULL,"20.00","GSTNIL"
"4019","483",NULL,"5913","30.00","30.80","58.00",NULL,"38.00","GSTNIL"
"4020","483",NULL,"9953","60.00","31.80","55.00",NULL,"40.00","GSTNIL"
"4021","483",NULL,"5934","55.00","51.30","75.00",NULL,"62.00","GSTNIL"
"4022","483",NULL,"10285","10.00","25.65","45.00",NULL,"32.00","GSTNIL"
"4023","483",NULL,"5932","12.00","85.60","135.00",NULL,"96.00","GSTNIL"
"4024","483",NULL,"10279","12.00","21.40","45.00",NULL,"27.00","GSTNIL"
"4025","483",NULL,"6628","30.00","42.80","75.00",NULL,"55.00","GSTNIL"
"4026","483",NULL,"5937","10.00","88.60","130.00",NULL,"102.00","GSTNIL"
"4027","483",NULL,"10278","12.00","22.15","45.00",NULL,"28.00","GSTNIL"
"4028","483",NULL,"5936","34.00","44.30","75.00",NULL,"54.00","GSTNIL"
"4029","483",NULL,"5917","60.00","44.30","65.00",NULL,"50.00","GSTNIL"
"4030","483",NULL,"5916","30.00","88.60","115.00",NULL,"98.00","GSTNIL"
"4031","483",NULL,"10277","12.00","24.40","45.00",NULL,"33.00","GSTNIL"
"4032","483",NULL,"6084","54.00","48.80","75.00",NULL,"65.00","GSTNIL"
"4033","483",NULL,"6603","20.00","62.50","85.00",NULL,"78.00","GSTNIL"
"4034","483",NULL,"6602","40.00","26.40","45.00",NULL,"35.00","GSTNIL"
"4035","483",NULL,"5961","20.00","52.80","80.00",NULL,"69.00","GST5"
"4036","483",NULL,"5979","10.00","95.60","145.00",NULL,"110.00","GSTNIL"
"4037","483",NULL,"5987","40.00","47.80","75.00",NULL,"58.00","GSTNIL"
"4004","482",NULL,"10351","30.00","15.00","30.00",NULL,"18.00","GSTNIL"
"4003","481",NULL,"5966","200.00","25.00","38.00",NULL,"30.00","GSTNIL"
"3996","480",NULL,"6146","60.00","7.00","95.00",NULL,"15.00","GSTNIL"
"3997","480",NULL,"6557","50.00","15.00","25.00",NULL,"22.00","GST5"
"3998","480",NULL,"10344","50.00","24.00","35.00",NULL,"30.00","GST5"
"3999","480",NULL,"10345","50.00","14.00","35.00",NULL,"19.00","GST5"
"4000","480",NULL,"6570","50.00","28.00","45.00",NULL,"35.00","GST5"
"3995","479",NULL,"9998","42.00","10.00","20.00",NULL,"15.00","GSTNIL"
"3988","478",NULL,"6406","20.00","32.00","85.00",NULL,"42.00","GST12"
"3989","478",NULL,"6402","20.00","28.00","55.00",NULL,"45.00","GST12"
"3990","478",NULL,"6029","12.00","35.00","70.00",NULL,"48.00","GST5"
"3991","478",NULL,"10343","4.00","70.00","95.00",NULL,"90.00","GSTNIL"
"3992","478",NULL,"7904","16.00","115.00","170.00",NULL,"125.00","GSTNIL"
"3993","478",NULL,"6015","25.00","28.00","55.00",NULL,"40.00","GST12"
"3994","478",NULL,"8976","10.00","170.00","240.00",NULL,"180.00","GSTNIL"
"3987","477",NULL,"6760","30.00","40.00","90.00",NULL,"49.00","GST12"
"3984","476",NULL,"6545","4.00","55.00","80.00",NULL,"65.00","GST5"
"3985","476",NULL,"8797","20.00","22.00","95.00",NULL,"28.00","GSTNIL"
"3981","475",NULL,"8315","10.00","650.00","1050.00",NULL,"699.00","GST5"
"3982","475",NULL,"6164","80.00","163.12","250.00",NULL,"180.00","GSTNIL"
"3980","474",NULL,"10327","20.00","22.00","135.00",NULL,"30.00","GSTNIL"
"3973","473",NULL,"5955","60.00","11.75","25.00",NULL,"20.00","GST5"
"3974","473",NULL,"5947","60.00","13.75","56.00",NULL,"23.00","GST5"
"3975","473",NULL,"7190","10.00","11.00","30.00",NULL,"18.00","GSTNIL"
"3976","473",NULL,"6768","25.00","38.60","60.00",NULL,"46.00","GSTNIL"
"3972","472",NULL,"10292","30.00","50.00","125.00",NULL,"60.00","GSTNIL"
"3957","471",NULL,"6110","100.00","25.60","35.00",NULL,"27.00","GSTNIL"
"3958","471",NULL,"6111","40.00","124.55","140.00",NULL,"135.00","GSTNIL"
"3959","471",NULL,"5927","60.00","96.60","125.00",NULL,"105.00","GSTNIL"
"3960","471",NULL,"5928","60.00","48.30","72.00",NULL,"54.00","GSTNIL"
"3961","471",NULL,"10280","120.00","24.15","45.00",NULL,"28.00","GSTNIL"
"3962","471",NULL,"9999","46.00","17.28","45.00",NULL,"30.00","GSTNIL"
"3963","471",NULL,"6426","20.00","35.60","45.00",NULL,"40.00","GSTNIL"
"3964","471",NULL,"6427","40.00","8.90","25.00",NULL,"13.00","GSTNIL"
"3965","471",NULL,"5929","15.00","90.60","135.00",NULL,"98.00","GSTNIL"
"3966","471",NULL,"5930","30.00","45.30","75.00",NULL,"55.00","GSTNIL"
"3950","470",NULL,"5966","200.00","25.00","38.00",NULL,"30.00","GSTNIL"
"3951","470",NULL,"5964","100.00","26.00","38.00",NULL,"30.00","GSTNIL"
"3952","470",NULL,"102","30.00","130.00","173.00",NULL,"150.00","GSTNIL"
"3953","470",NULL,"5958","50.00","54.00","64.00",NULL,"59.00","GSTNIL"
"3954","470",NULL,"6105","25.00","44.00","65.00",NULL,"55.00","GSTNIL"
"3947","469",NULL,"6451","25.00","29.00","50.00",NULL,"42.00","GSTNIL"
"3948","469",NULL,"6452","50.00","14.50","35.00",NULL,"14.00","GSTNIL"
"3949","469",NULL,"6454","100.00","14.50","35.00",NULL,"22.00","GSTNIL"
"3944","468",NULL,"10185","9.00","40.00","65.00",NULL,"58.00","GSTNIL"
"3945","468",NULL,"10287","3.00","44.00","95.00",NULL,"62.00","GSTNIL"
"3937","467",NULL,"7910","40.00","165.00","255.00",NULL,"180.00","GST5"
"3938","467",NULL,"7911","40.00","195.00","265.00",NULL,"210.00","GST5"
"3939","467",NULL,"5984","40.00","225.00","355.00",NULL,"250.00","GST5"
"3940","467",NULL,"6648","20.00","227.50","325.00",NULL,"255.00","GSTNIL"
"3936","466",NULL,"5946","40.00","46.25","75.00",NULL,"65.00","GSTNIL"
"3933","465",NULL,"6556","1.00","765.00","950.00",NULL,"785.00","GSTNIL"
"3934","465",NULL,"6555","38.00","20.26","30.00",NULL,"24.00","GSTNIL"
"3935","465",NULL,"5912","57.00","40.52","65.00",NULL,"45.00","GSTNIL"
"3932","464",NULL,"10278","4.00","23.00","45.00",NULL,"28.00","GSTNIL"
"3931","463",NULL,"8973","10.00","100.00","195.00",NULL,"155.00","GSTNIL"
"3930","462",NULL,"8085","20.00","20.00","35.00",NULL,"25.00","GSTNIL"
"3929","461",NULL,"6549","250.00","4.00","7.00",NULL,"5.00","GSTNIL"
"3926","460",NULL,"6441","30.00","9.00","30.00",NULL,"20.00","GST5"
"3927","460",NULL,"10185","12.00","40.00","65.00",NULL,"58.00","GSTNIL"
"3923","459",NULL,"6768","25.00","38.60","60.00",NULL,"46.00","GSTNIL"
"3924","459",NULL,"6764","10.00","27.50","45.00",NULL,"36.00","GSTNIL"
"3925","459",NULL,"6811","12.00","5.00","10.00",NULL,"9.00","GSTNIL"
"3920","458",NULL,"6556","1.00","725.00","950.00",NULL,"780.00","GSTNIL"
"3921","458",NULL,"5912","57.00","38.16","65.00",NULL,"44.00","GSTNIL"
"3913","457",NULL,"6014","30.00","28.00","44.00",NULL,"35.00","GST5"
"3914","457",NULL,"6591","30.00","16.00","25.00",NULL,"22.00","GST5"
"3915","457",NULL,"6005","50.00","11.00","35.00",NULL,"18.00","GST5"
"3916","457",NULL,"5978","80.00","35.00","65.00",NULL,"48.00","GST5"
"3917","457",NULL,"6521","100.00","10.00","20.00",NULL,"15.00","GST5"
"3906","456",NULL,"5943","100.00","40.00","46.00",NULL,"45.00","GSTNIL"
"3907","456",NULL,"5951","100.00","45.00","52.00",NULL,"50.00","GSTNIL"
"3908","456",NULL,"10179","100.00","80.00","125.00",NULL,"85.00","GSTNIL"
"3909","456",NULL,"5966","100.00","25.00","38.00",NULL,"30.00","GSTNIL"
"3910","456",NULL,"5964","75.00","26.00","38.00",NULL,"30.00","GSTNIL"
"3911","456",NULL,"102","5.00","130.00","173.00",NULL,"150.00","GSTNIL"
"3912","456",NULL,"6008","50.00","72.00","105.00",NULL,"85.00","GSTNIL"
"3903","455",NULL,"5957","20.00","37.50","60.00",NULL,"50.00","GST5"
"3904","455",NULL,"5946","40.00","46.25","75.00",NULL,"65.00","GSTNIL"
"3905","455",NULL,"6657","10.00","26.00","48.00",NULL,"38.00","GSTNIL"
"3840","454",NULL,"5927","150.00","98.60","125.00",NULL,"105.00","GSTNIL"
"3841","454",NULL,"5928","60.00","49.30","72.00",NULL,"57.00","GSTNIL"
"3842","454",NULL,"6142","45.00","94.60","135.00",NULL,"105.00","GSTNIL"
"3843","454",NULL,"6141","30.00","47.30","75.00",NULL,"56.00","GSTNIL"
"3844","454",NULL,"6448","45.00","70.60","95.00",NULL,"81.00","GSTNIL"
"3845","454",NULL,"6449","30.00","35.30","55.00",NULL,"45.00","GSTNIL"
"3846","454",NULL,"6216","25.00","60.60","82.00",NULL,"70.00","GSTNIL"
"3847","454",NULL,"5913","10.00","30.30","58.00",NULL,"38.00","GSTNIL"
"3848","454",NULL,"9953","60.00","31.80","55.00",NULL,"40.00","GSTNIL"
"3849","454",NULL,"6546","25.00","84.60","110.00",NULL,"95.00","GSTNIL"
"3850","454",NULL,"6079","50.00","42.30","65.00",NULL,"50.00","GSTNIL"
"3851","454",NULL,"5914","15.00","108.60","145.00",NULL,"120.00","GSTNIL"
"3852","454",NULL,"5915","30.00","54.30","75.00",NULL,"64.00","GSTNIL"
"3853","454",NULL,"5979","15.00","99.60","145.00",NULL,"110.00","GSTNIL"
"3854","454",NULL,"5987","30.00","49.80","75.00",NULL,"58.00","GSTNIL"
"3855","454",NULL,"5924","15.00","92.60","135.00",NULL,"115.00","GSTNIL"
"3856","454",NULL,"5925","30.00","46.30","85.00",NULL,"60.00","GSTNIL"
"3857","454",NULL,"5929","15.00","84.60","135.00",NULL,"95.00","GSTNIL"
"3858","454",NULL,"5930","30.00","42.30","75.00",NULL,"55.00","GSTNIL"
"3859","454",NULL,"6671","30.00","48.30","125.00",NULL,"88.00","GSTNIL"
"3860","454",NULL,"6434","5.00","96.60","135.00",NULL,"115.00","GSTNIL"
"3861","454",NULL,"6435","20.00","48.30","75.00",NULL,"60.00","GSTNIL"
"3862","454",NULL,"5934","60.00","51.80","75.00",NULL,"62.00","GSTNIL"
"3863","454",NULL,"5916","30.00","87.60","115.00",NULL,"98.00","GSTNIL"
"3864","454",NULL,"5918","30.00","102.60","135.00",NULL,"114.00","GSTNIL"
"3865","454",NULL,"5919","60.00","51.30","75.00",NULL,"60.00","GSTNIL"
"3866","454",NULL,"6602","44.00","26.40","45.00",NULL,"35.00","GSTNIL"
"3867","454",NULL,"6595","30.00","37.00","55.00",NULL,"46.00","GSTNIL"
"3868","454",NULL,"94","10.00","45.30","70.00",NULL,"60.00","GSTNIL"
"3869","454",NULL,"7695","4.00","42.00","100.00",NULL,"60.00","GSTNIL"
"3870","454",NULL,"6430","12.00","21.00","50.00",NULL,"35.00","GSTNIL"
"3871","454",NULL,"10203","6.00","70.30","99.00",NULL,"80.00","GSTNIL"
"3833","453",NULL,"6016","20.00","50.00","140.00",NULL,"85.00","GST5"
"3834","453",NULL,"7635","40.00","40.00","65.00",NULL,"46.00","GST5"
"3835","453",NULL,"6014","20.00","28.00","44.00",NULL,"35.00","GST5"
"3836","453",NULL,"6521","100.00","10.00","20.00",NULL,"15.00","GST5"
"3837","453",NULL,"6123","30.00","26.00","45.00",NULL,"35.00","GSTNIL"
"3830","452",NULL,"5912","38.00","38.68","65.00",NULL,"44.00","GSTNIL"
"3831","452",NULL,"6556","2.00","735.00","950.00",NULL,"790.00","GSTNIL"
"3823","451",NULL,"9998","20.00","9.50","20.00",NULL,"15.00","GSTNIL"
"3824","451",NULL,"10183","3.00","28.00","45.00",NULL,"35.00","GSTNIL"
"3825","451",NULL,"10184","6.00","36.00","58.00",NULL,"48.00","GSTNIL"
"3826","451",NULL,"10185","3.00","40.00","65.00",NULL,"54.00","GSTNIL"
"3827","451",NULL,"10186","1.00","60.00","120.00",NULL,"90.00","GSTNIL"
"3808","450",NULL,"5964","100.00","26.00","38.00",NULL,"30.00","GSTNIL"
"3809","450",NULL,"102","30.00","130.00","173.00",NULL,"150.00","GSTNIL"
"3810","450",NULL,"5958","100.00","52.00","64.00",NULL,"57.00","GSTNIL"
"3811","450",NULL,"6052","100.00","49.00","90.00",NULL,"56.00","GSTNIL"
"3812","450",NULL,"10179","100.00","80.00","125.00",NULL,"85.00","GSTNIL"
"3813","450",NULL,"103","50.00","72.00","75.00",NULL,"85.00","GSTNIL"
"3814","450",NULL,"5959","50.00","40.00","50.00",NULL,"46.00","GSTNIL"
"3815","450",NULL,"6699","2.00","1000.00","1250.00",NULL,"1100.00","GSTNIL"
"3816","450",NULL,"5966","100.00","25.00","38.00",NULL,"30.00","GSTNIL"
"3801","449",NULL,"6018","20.00","140.00","205.00",NULL,"165.00","GST5"
"3802","449",NULL,"5988","20.00","39.37","85.00",NULL,"55.00","GST5"
"3803","449",NULL,"6056","20.00","29.40","58.00",NULL,"45.00","GST5"
"3804","449",NULL,"8236","12.00","59.50","78.00",NULL,"68.00","GST5"
"3805","449",NULL,"10182","8.00","36.75","65.00",NULL,"48.00","GST5"
"3806","449",NULL,"10180","8.00","42.00","70.00",NULL,"55.00","GST5"
"3807","449",NULL,"10181","8.00","43.34","70.00",NULL,"55.00","GST5"
"3800","448",NULL,"6107","20.00","85.00","165.00",NULL,"135.00","GST5"
"3797","447",NULL,"6228","30.00","34.00","65.00",NULL,"55.00","GST5"
"3798","447",NULL,"8452","8.00","85.00","85.00",NULL,"105.00","GST5"
"3790","446",NULL,"6558","80.00","37.50","55.00",NULL,"45.00","GST5"
"3791","446",NULL,"6634","80.00","60.00","85.00",NULL,"70.00","GST5"
"3792","446",NULL,"5978","80.00","35.00","65.00",NULL,"48.00","GST5"
"3793","446",NULL,"104","30.00","30.00","75.00",NULL,"55.00","GST5"
"3794","446",NULL,"6005","50.00","11.00","35.00",NULL,"18.00","GST5"
"3795","446",NULL,"6677","20.00","12.00","20.00",NULL,"16.00","GST5"
"3796","446",NULL,"6056","10.00","35.00","58.00",NULL,"45.00","GST5"
"3787","445",NULL,"5953","150.00","17.50","30.00",NULL,"24.00","GST5"
"3788","445",NULL,"10162","40.00","43.75","65.00",NULL,"55.00","GST5"
"3789","445",NULL,"10163","10.00","87.50","65.00",NULL,"105.00","GST5"
"3780","444",NULL,"8797","40.00","15.00","95.00",NULL,"25.00","GSTNIL"
"3781","444",NULL,"6545","24.00","37.50","80.00",NULL,"55.00","GST5"
"3782","444",NULL,"6556","1.00","735.00","950.00",NULL,"780.00","GSTNIL"
"3783","444",NULL,"8973","10.00","100.00","195.00",NULL,"155.00","GSTNIL"
"3777","443",NULL,"5970","114.00","18.00","24.00",NULL,"20.00","GSTNIL"
"3778","443",NULL,"5986","62.00","36.00","43.00",NULL,"40.00","GSTNIL"
"3776","442",NULL,"5946","40.00","46.25","75.00",NULL,"65.00","GSTNIL"
"3775","441",NULL,"6152","150.00","22.96","55.00",NULL,"30.00","GST12"
"3744","440",NULL,"5931","20.00","57.80","80.00",NULL,"68.00","GSTNIL"
"3745","440",NULL,"5923","20.00","42.80","60.00",NULL,"52.00","GSTNIL"
"3746","440",NULL,"6571","20.00","55.25","85.00",NULL,"66.00","GSTNIL"
"3747","440",NULL,"5927","72.00","95.60","125.00",NULL,"105.00","GSTNIL"
"3748","440",NULL,"5928","30.00","47.80","72.00",NULL,"57.00","GSTNIL"
"3749","440",NULL,"6142","45.00","95.60","135.00",NULL,"108.00","GSTNIL"
"3750","440",NULL,"6141","30.00","47.80","75.00",NULL,"58.00","GSTNIL"
"3751","440",NULL,"5924","15.00","95.60","135.00",NULL,"115.00","GSTNIL"
"3752","440",NULL,"5925","30.00","47.80","85.00",NULL,"60.00","GSTNIL"
"3753","440",NULL,"5929","15.00","90.60","135.00",NULL,"103.00","GSTNIL"
"3754","440",NULL,"5930","30.00","45.30","75.00",NULL,"55.00","GSTNIL"
"3755","440",NULL,"5914","15.00","110.60","145.00",NULL,"124.00","GSTNIL"
"3756","440",NULL,"5915","30.00","55.30","75.00",NULL,"65.00","GSTNIL"
"3757","440",NULL,"6216","15.00","60.60","82.00",NULL,"70.00","GSTNIL"
"3758","440",NULL,"5913","30.00","30.30","58.00",NULL,"38.00","GSTNIL"
"3759","440",NULL,"6434","10.00","100.60","135.00",NULL,"115.00","GSTNIL"
"3760","440",NULL,"6435","20.00","50.30","75.00",NULL,"60.00","GSTNIL"
"3761","440",NULL,"5934","60.00","51.30","75.00",NULL,"62.00","GSTNIL"
"3762","440",NULL,"5918","15.00","102.60","135.00",NULL,"114.00","GSTNIL"
"3763","440",NULL,"5919","30.00","51.30","75.00",NULL,"60.00","GSTNIL"
"3764","440",NULL,"6079","20.00","42.80","65.00",NULL,"48.00","GSTNIL"
"3765","440",NULL,"5933","15.00","140.60","195.00",NULL,"155.00","GSTNIL"
"3766","440",NULL,"5942","30.00","70.30","88.00",NULL,"81.00","GSTNIL"
"3767","440",NULL,"6110","50.00","24.60","35.00",NULL,"27.00","GSTNIL"
"3768","440",NULL,"6111","30.00","123.00","140.00",NULL,"135.00","GSTNIL"
"3769","440",NULL,"6448","45.00","70.60","95.00",NULL,"84.00","GSTNIL"
"3770","440",NULL,"6449","30.00","35.30","55.00",NULL,"45.00","GSTNIL"
"3771","440",NULL,"6671","20.00","58.45","125.00",NULL,"88.00","GSTNIL"
"3772","440",NULL,"6598","6.00","47.80","85.00",NULL,"65.00","GSTNIL"
"3741","439",NULL,"5916","45.00","90.50","115.00",NULL,"100.00","GSTNIL"
"3742","439",NULL,"5917","30.00","45.25","65.00",NULL,"55.00","GSTNIL"
"3740","438",NULL,"6717","2.00","165.00","225.00",NULL,"195.00","GSTNIL"
"3725","437",NULL,"6412","30.00","26.00","45.00",NULL,"35.00","GST18"
"3726","437",NULL,"9773","40.00","90.00","70.00",NULL,"120.00","GST5"
"3727","437",NULL,"9766","8.00","362.50","550.00",NULL,"395.00","GSTNIL"
"3728","437",NULL,"6581","60.00","65.00","90.00",NULL,"80.00","GST5"
"3729","437",NULL,"6165","20.00","330.00","500.00",NULL,"350.00","GSTNIL"
"3730","437",NULL,"6164","60.00","165.00","250.00",NULL,"180.00","GSTNIL"
"3731","437",NULL,"5926","60.00","65.00","80.00",NULL,"80.00","GST5"
"3732","437",NULL,"6567","50.00","20.50","30.00",NULL,"28.00","GST5"
"3733","437",NULL,"5920","60.00","51.25","75.00",NULL,"65.00","GST5"
"3734","437",NULL,"5921","20.00","102.50","165.00",NULL,"120.00","GST5"
"3735","437",NULL,"5969","12.00","18.33","55.00",NULL,"30.00","GST12"
"3736","437",NULL,"6020","12.00","13.33","24.00",NULL,"20.00","GST12"
"3737","437",NULL,"6712","12.00","33.33","85.00",NULL,"45.00","GSTNIL"
"3738","437",NULL,"6006","100.00","16.00","64.00",NULL,"29.00","GST5"
"3739","437",NULL,"9751","20.00","40.00","60.00",NULL,"55.00","GSTNIL"
"3710","436",NULL,"7910","40.00","165.00","255.00",NULL,"180.00","GST5"
"3711","436",NULL,"7911","40.00","195.00","265.00",NULL,"210.00","GST5"
"3712","436",NULL,"6580","32.00","160.00","225.00",NULL,"185.00","GSTNIL"
"3713","436",NULL,"5565","40.00","275.00","571.00",NULL,"315.00","GST5"
"3714","436",NULL,"5967","16.00","195.00","255.00",NULL,"215.00","GST5"
"3715","436",NULL,"7622","20.00","350.00","495.00",NULL,"385.00","GST5"
"3716","436",NULL,"6315","40.00","155.00","240.00",NULL,"170.00","GSTNIL"
"3717","436",NULL,"6463","20.00","60.00","105.00",NULL,"75.00","GST5"
"3718","436",NULL,"10124","10.00","320.00","60.00",NULL,"365.00","GST5"
"3719","436",NULL,"8241","15.00","140.00","250.00",NULL,"155.00","GST5"
"3703","435",NULL,"6433","20.00","11.25","25.00",NULL,"20.00","GSTNIL"
"3704","435",NULL,"8797","20.00","18.00","95.00",NULL,"25.00","GSTNIL"
"3705","435",NULL,"6645","60.00","5.00","15.00",NULL,"8.00","GSTNIL"
"3706","435",NULL,"34","20.00","102.50","155.00",NULL,"110.00","GSTNIL"
"3707","435",NULL,"6043","4.00","25.00","38.00",NULL,"30.00","GSTNIL"
"3688","434",NULL,"6146","80.00","4.50","95.00",NULL,"15.00","GSTNIL"
"3689","434",NULL,"6162","5.00","18.00","50.00",NULL,"35.00","GSTNIL"
"3690","434",NULL,"5955","20.00","11.50","25.00",NULL,"18.00","GST5"
"3691","434",NULL,"6608","10.00","23.00","20.00",NULL,"35.00","GST5"
"3692","434",NULL,"5947","20.00","13.75","56.00",NULL,"22.00","GST5"
"3693","434",NULL,"6100","10.00","27.50","46.00",NULL,"38.00","GST5"
"3694","434",NULL,"6652","10.00","27.50","45.00",NULL,"36.00","GST5"
"3695","434",NULL,"6764","10.00","27.50","45.00",NULL,"36.00","GSTNIL"
"3685","433",NULL,"5912","50.00","38.15","65.00",NULL,"44.00","GSTNIL"
"3686","433",NULL,"6555","14.00","19.07","30.00",NULL,"23.00","GSTNIL"
"3682","432",NULL,"6108","450.00","39.80","55.00",NULL,"43.00","GST5"
"3683","432",NULL,"6109","40.00","199.00","255.00",NULL,"215.00","GST5"
"3675","431",NULL,"6111","20.00","127.50","140.00",NULL,"135.00","GSTNIL"
"3676","431",NULL,"5927","60.00","96.50","125.00",NULL,"108.00","GSTNIL"
"3677","431",NULL,"8944","29.00","50.25","95.00",NULL,"75.00","GSTNIL"
"3678","431",NULL,"6148","30.00","70.50","100.00",NULL,"83.00","GSTNIL"
"3679","431",NULL,"6149","60.00","35.25","56.00",NULL,"45.00","GSTNIL"
"3680","431",NULL,"10030","10.00","25.25","65.00",NULL,"43.00","GSTNIL"
"3681","431",NULL,"10031","90.00","25.25","65.00",NULL,"48.00","GSTNIL"
"3674","430",NULL,"6382","40.00","40.00","75.00",NULL,"49.00","GSTNIL"
"3667","429",NULL,"5964","100.00","26.00","38.00",NULL,"30.00","GSTNIL"
"3668","429",NULL,"102","20.00","130.00","173.00",NULL,"150.00","GSTNIL"
"3669","429",NULL,"5951","100.00","42.00","52.00",NULL,"47.00","GSTNIL"
"3670","429",NULL,"5958","100.00","48.00","64.00",NULL,"55.00","GSTNIL"
"3652","428",NULL,"6677","50.00","11.90","20.00",NULL,"16.00","GST5"
"3653","428",NULL,"6005","50.00","11.20","35.00",NULL,"18.00","GST5"
"3654","428",NULL,"6591","30.00","13.70","25.00",NULL,"20.00","GST5"
"3655","428",NULL,"6570","30.00","28.70","45.00",NULL,"35.00","GST5"
"3656","428",NULL,"6674","10.00","83.70","135.00",NULL,"105.00","GST5"
"3657","428",NULL,"5990","20.00","62.50","85.00",NULL,"75.00","GST5"
"3658","428",NULL,"6653","18.00","31.25","55.00",NULL,"45.00","GSTNIL"
"3659","428",NULL,"296","50.00","40.00","65.00",NULL,"46.00","GSTNIL"
"3660","428",NULL,"6602","40.00","27.50","45.00",NULL,"35.00","GSTNIL"
"3637","427",NULL,"5929","15.00","95.50","135.00",NULL,"105.00","GSTNIL"
"3638","427",NULL,"5930","30.00","47.75","75.00",NULL,"58.00","GSTNIL"
"3639","427",NULL,"6085","10.00","98.50","125.00",NULL,"123.00","GSTNIL"
"3640","427",NULL,"6084","40.00","49.25","75.00",NULL,"65.00","GSTNIL"
"3641","427",NULL,"5932","10.00","95.50","135.00",NULL,"105.00","GSTNIL"
"3642","427",NULL,"6628","40.00","47.75","75.00",NULL,"55.00","GSTNIL"
"3643","427",NULL,"6603","20.00","67.50","85.00",NULL,"78.00","GSTNIL"
"3644","427",NULL,"9999","90.00","16.93","45.00",NULL,"30.00","GSTNIL"
"3645","427",NULL,"6142","50.00","101.50","135.00",NULL,"112.00","GSTNIL"
"3646","427",NULL,"6141","20.00","50.75","75.00",NULL,"58.00","GSTNIL"
