"purdetSNo","purid","purbillno","itemid","puritemqty","purrate","itemmrp","itemcustomcode","itemsalerate","itemtaxid"
"3636","426",NULL,"9998","10.00","9.50","20.00",NULL,"15.00","GSTNIL"
"3629","425",NULL,"8531","50.00","37.50","75.00",NULL,"55.00","GSTNIL"
"3630","425",NULL,"9997","50.00","37.50","75.00",NULL,"55.00","GSTNIL"
"3631","425",NULL,"6166","14.00","50.00","95.00",NULL,"70.00","GSTNIL"
"3632","425",NULL,"5944","6.00","50.00","85.00",NULL,"65.00","GSTNIL"
"3628","424",NULL,"5946","40.00","46.25","75.00",NULL,"65.00","GSTNIL"
"3621","423",NULL,"6170","250.00","80.00","120.00",NULL,"88.00","GSTNIL"
"3622","423",NULL,"6060","250.00","86.00","125.00",NULL,"96.00","GSTNIL"
"3623","423",NULL,"6105","25.00","48.00","65.00",NULL,"56.00","GSTNIL"
"3624","423",NULL,"5951","100.00","42.00","52.00",NULL,"47.00","GSTNIL"
"3625","423",NULL,"6059","40.00","98.00","98.00",NULL,"110.00","GSTNIL"
"3626","423",NULL,"256","20.00","138.00","175.00",NULL,"152.00","GST5"
"3627","423",NULL,"5964","25.00","30.00","38.00",NULL,"32.00","GSTNIL"
"3618","422",NULL,"5957","20.00","37.50","60.00",NULL,"50.00","GST5"
"3619","422",NULL,"5945","20.00","40.00","65.00",NULL,"52.00","GSTNIL"
"3620","422",NULL,"5946","20.00","46.25","75.00",NULL,"65.00","GSTNIL"
"3617","421",NULL,"6108","100.00","39.80","55.00",NULL,"44.00","GST5"
"3586","420",NULL,"6600","150.00","98.60","125.00",NULL,"112.00","GSTNIL"
"3587","420",NULL,"6601","60.00","49.30","65.00",NULL,"60.00","GSTNIL"
"3588","420",NULL,"6142","60.00","95.60","135.00",NULL,"108.00","GSTNIL"
"3589","420",NULL,"6141","60.00","47.80","75.00",NULL,"56.00","GSTNIL"
"3590","420",NULL,"6448","45.00","70.60","95.00",NULL,"84.00","GSTNIL"
"3591","420",NULL,"6449","30.00","35.30","55.00",NULL,"45.00","GSTNIL"
"3592","420",NULL,"5924","15.00","92.60","135.00",NULL,"115.00","GSTNIL"
"3593","420",NULL,"5925","30.00","46.30","85.00",NULL,"57.00","GSTNIL"
"3594","420",NULL,"5929","15.00","92.60","135.00",NULL,"105.00","GSTNIL"
"3595","420",NULL,"5930","30.00","46.30","75.00",NULL,"58.00","GSTNIL"
"3596","420",NULL,"5979","15.00","102.60","145.00",NULL,"105.00","GSTNIL"
"3597","420",NULL,"5987","30.00","51.30","75.00",NULL,"60.00","GSTNIL"
"3598","420",NULL,"5914","15.00","110.60","145.00",NULL,"124.00","GSTNIL"
"3599","420",NULL,"5915","30.00","55.30","75.00",NULL,"65.00","GSTNIL"
"3600","420",NULL,"5916","15.00","88.60","115.00",NULL,"100.00","GSTNIL"
"3601","420",NULL,"5917","30.00","44.30","65.00",NULL,"55.00","GSTNIL"
"3602","420",NULL,"5918","10.00","103.60","135.00",NULL,"114.00","GSTNIL"
"3603","420",NULL,"5919","30.00","51.80","75.00",NULL,"60.00","GSTNIL"
"3604","420",NULL,"6434","15.00","98.60","135.00",NULL,"115.00","GSTNIL"
"3605","420",NULL,"6435","30.00","49.30","75.00",NULL,"60.00","GSTNIL"
"3606","420",NULL,"5934","60.00","51.30","75.00",NULL,"62.00","GSTNIL"
"3607","420",NULL,"6216","15.00","60.60","82.00",NULL,"70.00","GSTNIL"
"3608","420",NULL,"5913","30.00","30.30","58.00",NULL,"38.00","GSTNIL"
"3609","420",NULL,"9953","60.00","31.80","55.00",NULL,"40.00","GSTNIL"
"3610","420",NULL,"8944","20.00","51.95","95.00",NULL,"75.00","GSTNIL"
"3611","420",NULL,"5923","20.00","41.30","60.00",NULL,"50.00","GSTNIL"
"3555","419",NULL,"6164","60.00","155.00","250.00",NULL,"175.00","GSTNIL"
"3556","419",NULL,"6165","20.00","310.00","500.00",NULL,"340.00","GSTNIL"
"3557","419",NULL,"7926","20.00","28.00","46.00",NULL,"40.00","GST5"
"3558","419",NULL,"6021","100.00","28.00","50.00",NULL,"42.00","GST5"
"3559","419",NULL,"6760","30.00","40.00","90.00",NULL,"49.00","GST12"
"3560","419",NULL,"5960","20.00","55.00","85.00",NULL,"62.00","GST5"
"3561","419",NULL,"9770","40.00","60.00","95.00",NULL,"70.00","GST5"
"3562","419",NULL,"9766","4.00","325.00","550.00",NULL,"350.00","GSTNIL"
"3563","419",NULL,"9767","40.00","65.00","102.00",NULL,"75.00","GSTNIL"
"3564","419",NULL,"6064","50.00","90.00","165.00",NULL,"105.00","GST5"
"3565","419",NULL,"5950","50.00","18.00","55.00",NULL,"25.00","GST5"
"3566","419",NULL,"5926","40.00","72.50","80.00",NULL,"85.00","GST5"
"3567","419",NULL,"5953","50.00","18.00","30.00",NULL,"24.00","GST5"
"3568","419",NULL,"6567","50.00","21.00","30.00",NULL,"28.00","GST5"
"3569","419",NULL,"5920","60.00","52.50","75.00",NULL,"65.00","GST5"
"3570","419",NULL,"5921","20.00","105.00","165.00",NULL,"120.00","GST5"
"3571","419",NULL,"9952","10.00","70.00","150.00",NULL,"85.00","GSTNIL"
"3572","419",NULL,"5965","50.00","64.00","70.00",NULL,"80.00","GST5"
"3573","419",NULL,"6014","50.00","20.00","44.00",NULL,"35.00","GST5"
"3554","418",NULL,"5947","20.00","13.75","56.00",NULL,"22.00","GST5"
"3553","417",NULL,"6549","375.00","4.00","7.00",NULL,"5.00","GSTNIL"
"3538","416",NULL,"8239","20.00","320.00","625.00",NULL,"385.00","GST5"
"3539","416",NULL,"8240","16.00","575.00","990.00",NULL,"690.00","GST5"
"3540","416",NULL,"7622","20.00","350.00","495.00",NULL,"385.00","GST5"
"3541","416",NULL,"7910","40.00","162.50","255.00",NULL,"180.00","GST5"
"3542","416",NULL,"8237","36.00","177.77","235.00",NULL,"185.00","GST5"
"3543","416",NULL,"7911","40.00","175.00","265.00",NULL,"200.00","GST5"
"3544","416",NULL,"7912","40.00","200.00","350.00",NULL,"240.00","GST5"
"3545","416",NULL,"6580","32.00","160.00","225.00",NULL,"185.00","GSTNIL"
"3546","416",NULL,"6423","12.00","325.00","450.00",NULL,"375.00","GSTNIL"
"3547","416",NULL,"6424","4.00","650.00","950.00",NULL,"725.00","GSTNIL"
"3548","416",NULL,"5967","20.00","185.00","255.00",NULL,"210.00","GST5"
"3549","416",NULL,"8809","20.00","55.00","95.00",NULL,"70.00","GST5"
"3550","416",NULL,"6104","20.00","87.50","125.00",NULL,"99.00","GST5"
"3551","416",NULL,"6025","20.00","185.00","235.00",NULL,"205.00","GST5"
"3531","415",NULL,"6111","60.00","117.00","140.00",NULL,"125.00","GSTNIL"
"3532","415",NULL,"6110","100.00","22.50","35.00",NULL,"26.00","GSTNIL"
"3533","415",NULL,"6142","45.00","100.50","135.00",NULL,"108.00","GSTNIL"
"3534","415",NULL,"6141","30.00","50.25","75.00",NULL,"58.00","GSTNIL"
"3530","414",NULL,"5946","20.00","46.25","75.00",NULL,"65.00","GSTNIL"
"3527","413",NULL,"9888","2.00","80.00","110.00",NULL,"95.00","GSTNIL"
"3528","413",NULL,"9912","8.00","94.00","130.00",NULL,"105.00","GSTNIL"
"3529","413",NULL,"9890","3.00","75.00","120.00",NULL,"95.00","GST12"
"3524","412",NULL,"9887","6.00","100.00","130.00",NULL,"115.00","GST12"
"3525","412",NULL,"33","6.00","100.00","145.00",NULL,"110.00","GSTNIL"
"3521","411",NULL,"5912","80.00","40.47","65.00",NULL,"46.00","GSTNIL"
"3522","411",NULL,"6555","30.00","20.30","30.00",NULL,"25.00","GSTNIL"
"3506","410",NULL,"6558","80.00","37.50","55.00",NULL,"45.00","GST5"
"3507","410",NULL,"5978","80.00","35.00","65.00",NULL,"48.00","GST5"
"3508","410",NULL,"6634","80.00","60.00","85.00",NULL,"70.00","GST5"
"3509","410",NULL,"6420","20.00","55.00","80.00",NULL,"68.00","GST5"
"3510","410",NULL,"6146","40.00","7.00","95.00",NULL,"15.00","GSTNIL"
"3511","410",NULL,"5939","110.00","5.00","10.00",NULL,"8.00","GST5"
"3512","410",NULL,"6521","160.00","10.00","20.00",NULL,"15.00","GST5"
"3513","410",NULL,"6123","30.00","26.00","45.00",NULL,"35.00","GSTNIL"
"3514","410",NULL,"7635","20.00","40.00","65.00",NULL,"46.00","GST5"
"3515","410",NULL,"6509","50.00","16.00","28.00",NULL,"22.00","GST5"
"3516","410",NULL,"6016","10.00","50.00","140.00",NULL,"85.00","GST5"
"3517","410",NULL,"9773","40.00","95.00","70.00",NULL,"125.00","GST5"
"3518","410",NULL,"6014","20.00","28.00","44.00",NULL,"35.00","GST5"
"3519","410",NULL,"6677","20.00","12.00","20.00",NULL,"16.00","GST5"
"3499","409",NULL,"5964","100.00","28.00","38.00",NULL,"31.00","GSTNIL"
"3500","409",NULL,"102","30.00","140.00","173.00",NULL,"155.00","GSTNIL"
"3501","409",NULL,"5943","50.00","37.00","46.00",NULL,"42.00","GSTNIL"
"3502","409",NULL,"5951","100.00","42.00","52.00",NULL,"47.00","GSTNIL"
"3503","409",NULL,"5958","50.00","48.00","64.00",NULL,"55.00","GSTNIL"
"3504","409",NULL,"6052","50.00","48.00","90.00",NULL,"55.00","GSTNIL"
"3505","409",NULL,"6059","25.00","92.00","98.00",NULL,"105.00","GSTNIL"
"3497","408",NULL,"5946","40.00","46.25","75.00",NULL,"65.00","GSTNIL"
"3498","408",NULL,"5957","20.00","37.50","60.00",NULL,"50.00","GST5"
"3494","407",NULL,"6567","50.00","20.00","30.00",NULL,"28.00","GST5"
"3495","407",NULL,"5920","60.00","50.00","75.00",NULL,"65.00","GST5"
"3496","407",NULL,"5921","20.00","100.00","165.00",NULL,"120.00","GST5"
"3431","406",NULL,"6600","120.00","98.60","125.00",NULL,"112.00","GSTNIL"
"3432","406",NULL,"6601","60.00","49.30","65.00",NULL,"60.00","GSTNIL"
"3433","406",NULL,"6142","45.00","93.60","135.00",NULL,"105.00","GSTNIL"
"3434","406",NULL,"6141","30.00","46.80","75.00",NULL,"55.00","GSTNIL"
"3435","406",NULL,"6148","45.00","72.60","100.00",NULL,"83.00","GSTNIL"
"3436","406",NULL,"6149","30.00","36.30","56.00",NULL,"45.00","GSTNIL"
"3437","406",NULL,"5937","15.00","90.60","130.00",NULL,"102.00","GSTNIL"
"3438","406",NULL,"5936","30.00","45.30","75.00",NULL,"54.00","GSTNIL"
"3439","406",NULL,"5934","60.00","51.80","75.00",NULL,"62.00","GSTNIL"
"3440","406",NULL,"6434","10.00","98.60","135.00",NULL,"115.00","GSTNIL"
"3441","406",NULL,"6435","40.00","49.30","75.00",NULL,"60.00","GSTNIL"
"3442","406",NULL,"5979","15.00","102.60","145.00",NULL,"105.00","GSTNIL"
"3443","406",NULL,"5987","30.00","51.30","75.00",NULL,"60.00","GSTNIL"
"3444","406",NULL,"5914","15.00","110.60","145.00",NULL,"124.00","GSTNIL"
"3445","406",NULL,"5915","30.00","55.30","75.00",NULL,"65.00","GSTNIL"
"3446","406",NULL,"5932","10.00","85.60","135.00",NULL,"96.00","GSTNIL"
"3447","406",NULL,"6628","40.00","42.80","75.00",NULL,"55.00","GSTNIL"
"3448","406",NULL,"6085","10.00","100.60","125.00",NULL,"123.00","GSTNIL"
"3449","406",NULL,"6084","40.00","50.30","75.00",NULL,"65.00","GSTNIL"
"3450","406",NULL,"5918","50.00","103.60","135.00",NULL,"114.00","GSTNIL"
"3451","406",NULL,"5919","50.00","51.80","75.00",NULL,"60.00","GSTNIL"
"3452","406",NULL,"5916","30.00","89.60","115.00",NULL,"100.00","GSTNIL"
"3453","406",NULL,"5917","60.00","44.80","65.00",NULL,"55.00","GSTNIL"
"3454","406",NULL,"6546","25.00","80.60","110.00",NULL,"91.00","GSTNIL"
"3455","406",NULL,"6079","50.00","40.30","65.00",NULL,"48.00","GSTNIL"
"3456","406",NULL,"5929","15.00","90.60","135.00",NULL,"105.00","GSTNIL"
"3457","406",NULL,"5930","30.00","45.30","75.00",NULL,"58.00","GSTNIL"
"3458","406",NULL,"5925","40.00","47.80","85.00",NULL,"57.00","GSTNIL"
"3459","406",NULL,"6595","30.00","37.30","55.00",NULL,"46.00","GSTNIL"
"3460","406",NULL,"6065","20.00","58.80","99.00",NULL,"75.00","GSTNIL"
"3461","406",NULL,"8944","20.00","55.30","95.00",NULL,"75.00","GSTNIL"
"3462","406",NULL,"94","20.00","46.73","70.00",NULL,"60.00","GSTNIL"
"3428","405",NULL,"6513","20.00","46.00","70.00",NULL,"55.00","GST5"
"3429","405",NULL,"6514","40.00","23.00","55.00",NULL,"38.00","GST5"
"3430","405",NULL,"8465","40.00","11.50","55.00",NULL,"26.00","GSTNIL"
"3425","404",NULL,"6142","20.00","93.00","135.00",NULL,"105.00","GSTNIL"
"3426","404",NULL,"6141","20.00","46.50","75.00",NULL,"55.00","GSTNIL"
"3422","403",NULL,"5965","100.00","52.00","70.00",NULL,"65.00","GST5"
"3423","403",NULL,"8311","20.00","130.00","205.00",NULL,"165.00","GST5"
"3424","403",NULL,"6011","50.00","52.00","85.00",NULL,"70.00","GST5"
"3419","402",NULL,"6108","500.00","44.00","55.00",NULL,"47.00","GST5"
"3420","402",NULL,"6109","100.00","220.00","255.00",NULL,"235.00","GST5"
"3416","401",NULL,"5970","106.00","18.00","24.00",NULL,"20.00","GSTNIL"
"3417","401",NULL,"5986","58.00","36.00","43.00",NULL,"40.00","GSTNIL"
"3415","400",NULL,"5946","20.00","46.25","75.00",NULL,"65.00","GSTNIL"
"3400","399",NULL,"5964","100.00","28.00","38.00",NULL,"31.00","GSTNIL"
"3401","399",NULL,"102","30.00","140.00","173.00",NULL,"155.00","GSTNIL"
"3402","399",NULL,"6052","50.00","50.00","90.00",NULL,"56.00","GSTNIL"
"3403","399",NULL,"6008","40.00","74.00","105.00",NULL,"85.00","GSTNIL"
"3404","399",NULL,"6059","25.00","84.00","98.00",NULL,"99.00","GSTNIL"
"3405","399",NULL,"5943","100.00","36.00","46.00",NULL,"41.00","GSTNIL"
"3406","399",NULL,"5951","100.00","40.00","52.00",NULL,"45.00","GSTNIL"
"3407","399",NULL,"5958","50.00","50.00","64.00",NULL,"56.00","GSTNIL"
"3397","398",NULL,"5946","20.00","46.25","75.00",NULL,"65.00","GSTNIL"
"3398","398",NULL,"5957","20.00","37.50","60.00",NULL,"50.00","GST5"
"3399","398",NULL,"5945","20.00","40.00","65.00",NULL,"52.00","GSTNIL"
"3396","397",NULL,"5946","20.00","46.25","75.00",NULL,"65.00","GSTNIL"
"3389","396",NULL,"6170","300.00","76.00","120.00",NULL,"86.00","GSTNIL"
"3390","396",NULL,"6060","200.00","86.00","125.00",NULL,"96.00","GSTNIL"
"3391","396",NULL,"250","42.00","95.23","128.00",NULL,"110.00","GST5"
"3392","396",NULL,"257","20.00","112.00","141.00",NULL,"123.00","GST5"
"3393","396",NULL,"249","20.00","140.00","182.00",NULL,"152.00","GST5"
"3394","396",NULL,"256","20.00","138.00","175.00",NULL,"152.00","GST5"
"3388","395",NULL,"7927","20.00","22.00","60.00",NULL,"45.00","GSTNIL"
"3387","394",NULL,"5946","36.00","45.00","75.00",NULL,"65.00","GSTNIL"
"3372","393",NULL,"6164","60.00","175.00","250.00",NULL,"180.00","GSTNIL"
"3373","393",NULL,"6165","20.00","350.00","500.00",NULL,"360.00","GSTNIL"
"3374","393",NULL,"6315","80.00","170.00","240.00",NULL,"180.00","GSTNIL"
"3375","393",NULL,"6580","32.00","165.00","225.00",NULL,"185.00","GSTNIL"
"3376","393",NULL,"6581","60.00","65.00","90.00",NULL,"80.00","GST5"
"3377","393",NULL,"7910","40.00","170.00","255.00",NULL,"180.00","GST5"
"3378","393",NULL,"6446","40.00","182.50","350.00",NULL,"199.00","GST5"
"3379","393",NULL,"7655","20.00","37.50","95.00",NULL,"55.00","GST5"
"3380","393",NULL,"5561","12.00","487.50","1283.00",NULL,"515.00","GST5"
"3381","393",NULL,"6648","12.00","250.00","325.00",NULL,"285.00","GSTNIL"
"3382","393",NULL,"6647","20.00","100.00","155.00",NULL,"125.00","GSTNIL"
"3371","392",NULL,"6794","200.00","1.00","12.00",NULL,"7.00","GSTNIL"
"3370","391",NULL,"8085","30.00","15.83","35.00",NULL,"25.00","GSTNIL"
"3367","390",NULL,"9771","50.00","20.00","40.00",NULL,"30.00","GST5"
"3368","390",NULL,"9772","20.00","50.00","85.00",NULL,"60.00","GST5"
"3369","390",NULL,"9773","20.00","100.00","70.00",NULL,"125.00","GST5"
"3360","389",NULL,"9770","40.00","47.00","95.00",NULL,"60.00","GST5"
"3361","389",NULL,"6664","40.00","60.00","95.00",NULL,"75.00","GST5"
"3362","389",NULL,"5960","40.00","52.75","85.00",NULL,"62.00","GST5"
"3363","389",NULL,"5939","40.00","4.25","10.00",NULL,"8.00","GST5"
"3364","389",NULL,"6021","40.00","26.75","50.00",NULL,"42.00","GST5"
"3365","389",NULL,"6050","20.00","18.00","35.00",NULL,"25.00","GST5"
"3359","388",NULL,"6685","40.00","157.50","250.00",NULL,"168.00","GSTNIL"
"3328","387",NULL,"5927","120.00","95.60","125.00",NULL,"105.00","GSTNIL"
"3329","387",NULL,"9769","2.50","2778.00","3750.00",NULL,"2850.00","GSTNIL"
"3330","387",NULL,"5928","60.00","47.80","72.00",NULL,"57.00","GSTNIL"
"3331","387",NULL,"6142","60.00","96.60","135.00",NULL,"107.00","GSTNIL"
"3332","387",NULL,"6141","60.00","48.30","75.00",NULL,"58.00","GSTNIL"
"3333","387",NULL,"6434","15.00","95.60","135.00",NULL,"115.00","GSTNIL"
"3334","387",NULL,"6435","30.00","47.80","75.00",NULL,"60.00","GSTNIL"
"3335","387",NULL,"5932","10.00","85.60","135.00",NULL,"96.00","GSTNIL"
"3336","387",NULL,"6628","40.00","42.80","75.00",NULL,"55.00","GSTNIL"
"3337","387",NULL,"5937","10.00","90.60","130.00",NULL,"102.00","GSTNIL"
"3338","387",NULL,"5936","40.00","45.30","75.00",NULL,"54.00","GSTNIL"
"3339","387",NULL,"5929","15.00","95.60","135.00",NULL,"105.00","GSTNIL"
"3340","387",NULL,"5930","30.00","47.80","75.00",NULL,"58.00","GSTNIL"
"3341","387",NULL,"5933","10.00","140.60","195.00",NULL,"155.00","GSTNIL"
"3342","387",NULL,"5942","40.00","70.30","88.00",NULL,"81.00","GSTNIL"
"3343","387",NULL,"5979","15.00","103.60","145.00",NULL,"115.00","GSTNIL"
"3344","387",NULL,"5987","30.00","51.80","75.00",NULL,"62.00","GSTNIL"
"3345","387",NULL,"5914","30.00","110.60","145.00",NULL,"124.00","GSTNIL"
"3346","387",NULL,"5915","60.00","55.30","75.00",NULL,"65.00","GSTNIL"
"3347","387",NULL,"6448","75.00","73.60","95.00",NULL,"84.00","GSTNIL"
"3348","387",NULL,"6449","50.00","36.80","55.00",NULL,"45.00","GSTNIL"
"3349","387",NULL,"5931","20.00","52.80","80.00",NULL,"64.00","GSTNIL"
"3350","387",NULL,"6430","20.00","22.65","50.00",NULL,"35.00","GSTNIL"
"3351","387",NULL,"7695","10.00","45.30","100.00",NULL,"60.00","GSTNIL"
"3352","387",NULL,"5925","36.00","47.80","85.00",NULL,"62.00","GSTNIL"
"3353","387",NULL,"6654","20.00","25.20","45.00",NULL,"36.00","GSTNIL"
"3327","386",NULL,"6060","125.00","86.00","125.00",NULL,"96.00","GSTNIL"
"3324","385",NULL,"6649","30.00","60.00","90.00",NULL,"80.00","GSTNIL"
"3325","385",NULL,"7187","10.00","120.00","200.00",NULL,"155.00","GSTNIL"
"3321","384",NULL,"9533","10.00","30.00","55.00",NULL,"35.00","GSTNIL"
"3322","384",NULL,"6569","20.00","15.00","45.00",NULL,"30.00","GSTNIL"
"3320","383",NULL,"9757","425.00","45.00","60.00",NULL,"46.00","GST5"
"3317","382",NULL,"6108","100.00","42.50","55.00",NULL,"45.00","GSTNIL"
"3318","382",NULL,"6109","10.00","212.50","255.00",NULL,"225.00","GSTNIL"
"3314","381",NULL,"9753","76.00","10.00","20.00",NULL,"15.00","GSTNIL"
"3315","381",NULL,"9754","37.00","10.00","25.00",NULL,"15.00","GSTNIL"
"3316","381",NULL,"9755","24.00","8.00","25.00",NULL,"10.00","GSTNIL"
"3311","380",NULL,"5945","20.00","40.00","65.00",NULL,"52.00","GSTNIL"
"3312","380",NULL,"5957","20.00","37.50","60.00",NULL,"50.00","GST5"
"3304","379",NULL,"6015","50.00","35.00","55.00",NULL,"48.00","GST12"
"3305","379",NULL,"9724","20.00","7.00","10.00",NULL,"10.00","GST5"
"3306","379",NULL,"9722","20.00","7.00","10.00",NULL,"10.00","GST5"
"3307","379",NULL,"9723","20.00","7.00","10.00",NULL,"10.00","GST5"
"3308","379",NULL,"9719","10.00","58.00","80.00",NULL,"71.00","GST5"
"3309","379",NULL,"9720","10.00","26.00","40.00",NULL,"35.00","GST5"
"3310","379",NULL,"9721","10.00","26.00","40.00",NULL,"35.00","GST5"
"3301","378",NULL,"6795","30.00","28.00","50.00",NULL,"40.00","GSTNIL"
"3302","378",NULL,"6797","22.00","28.00","50.00",NULL,"40.00","GSTNIL"
"3298","377",NULL,"5920","80.00","52.50","75.00",NULL,"65.00","GST5"
"3299","377",NULL,"6567","50.00","21.00","30.00",NULL,"28.00","GST5"
"3300","377",NULL,"5921","10.00","105.00","165.00",NULL,"120.00","GST5"
"3295","376",NULL,"5912","76.00","51.00","65.00",NULL,"55.00","GSTNIL"
"3296","376",NULL,"6555","38.00","25.50","30.00",NULL,"30.00","GSTNIL"
"3288","375",NULL,"6699","9.00","950.00","1250.00",NULL,"999.00","GSTNIL"
"3289","375",NULL,"5959","75.00","38.00","50.00",NULL,"45.00","GSTNIL"
"3290","375",NULL,"6170","100.00","75.00","120.00",NULL,"86.00","GSTNIL"
"3291","375",NULL,"103","75.00","56.00","75.00",NULL,"68.00","GSTNIL"
"3292","375",NULL,"6019","25.00","84.00","110.00",NULL,"96.00","GSTNIL"
"3281","374",NULL,"5964","100.00","27.00","38.00",NULL,"31.00","GSTNIL"
"3282","374",NULL,"102","30.00","135.00","173.00",NULL,"155.00","GSTNIL"
"3283","374",NULL,"5951","150.00","38.00","52.00",NULL,"44.00","GSTNIL"
"3284","374",NULL,"6052","100.00","46.00","90.00",NULL,"52.00","GSTNIL"
"3285","374",NULL,"5958","100.00","46.00","64.00",NULL,"55.00","GSTNIL"
"3286","374",NULL,"5966","100.00","26.00","38.00",NULL,"30.00","GSTNIL"
"3280","373",NULL,"6146","60.00","7.00","95.00",NULL,"15.00","GSTNIL"
"3249","372",NULL,"9625","12.00","275.00","365.00",NULL,"305.00","GST5"
"3250","372",NULL,"9626","12.00","260.00","355.00",NULL,"285.00","GST5"
"3251","372",NULL,"9627","12.00","275.00","365.00",NULL,"305.00","GST5"
"3252","372",NULL,"6439","12.00","260.00","355.00",NULL,"285.00","GSTNIL"
"3253","372",NULL,"6641","20.00","260.00","355.00",NULL,"285.00","GSTNIL"
"3254","372",NULL,"6632","12.00","260.00","355.00",NULL,"285.00","GSTNIL"
"3255","372",NULL,"6405","50.00","44.00","70.00",NULL,"58.00","GST12"
"3256","372",NULL,"6624","12.00","260.00","355.00",NULL,"285.00","GSTNIL"
"3257","372",NULL,"6639","12.00","170.00","260.00",NULL,"200.00","GSTNIL"
"3258","372",NULL,"9632","6.00","140.00","220.00",NULL,"175.00","GST5"
"3259","372",NULL,"9628","4.00","140.00","365.00",NULL,"175.00","GST5"
"3260","372",NULL,"9629","2.00","140.00","220.00",NULL,"175.00","GST5"
"3261","372",NULL,"9630","2.00","140.00","220.00",NULL,"175.00","GST5"
"3262","372",NULL,"9631","4.00","140.00","220.00",NULL,"175.00","GST5"
"3263","372",NULL,"6459","10.00","110.00","155.00",NULL,"135.00","GST18"
"3264","372",NULL,"6505","10.00","110.00","155.00",NULL,"135.00","GST18"
"3265","372",NULL,"9637","10.00","110.00","155.00",NULL,"135.00","GST5"
"3266","372",NULL,"9638","10.00","110.00","155.00",NULL,"135.00","GST5"
"3267","372",NULL,"9639","10.00","110.00","155.00",NULL,"135.00","GST5"
"3248","371",NULL,"248","96.00","100.00","190.00",NULL,"120.00","GST5"
"3247","370",NULL,"6416","1.00","7.00","18.00",NULL,"12.00","GSTNIL"
"3246","369",NULL,"9473","9.00","12.00","28.00",NULL,"19.00","GSTNIL"
"3243","368",NULL,"9570","110.00","3.50","8.00",NULL,"5.00","GSTNIL"
"3244","368",NULL,"6489","2.00","15.00","25.00",NULL,"20.00","GSTNIL"
"3245","368",NULL,"6480","16.00","2.00","6.00",NULL,"4.00","GSTNIL"
"3242","367",NULL,"6490","3.00","12.00","30.00",NULL,"20.00","GSTNIL"
"3239","366",NULL,"6469","4.00","9.00","20.00",NULL,"15.00","GSTNIL"
"3240","366",NULL,"6465","1.00","15.00","35.00",NULL,"25.00","GSTNIL"
"3208","365",NULL,"9548","10.00","34.00","75.00",NULL,"49.00","GSTNIL"
"3209","365",NULL,"9549","25.00","60.00","95.00",NULL,"75.00","GSTNIL"
"3210","365",NULL,"9550","12.00","23.00","50.00",NULL,"38.00","GSTNIL"
"3211","365",NULL,"9551","100.00","1.60","10.00",NULL,"5.00","GSTNIL"
"3212","365",NULL,"9552","5.00","30.00","55.00",NULL,"45.00","GSTNIL"
